Recency,Frequency,Monetary,R,F,M
517,1,49.68,1,1,3
116,3,174.15,4,3,4
517,1,58.59,1,1,3
517,1,80.78,1,1,3
515,1,26.94,1,1,2
67,7,131.79,4,4,4
517,1,13.97,1,1,1
517,1,33.13,1,1,2
288,4,64.74,3,4,3
251,2,155.95,3,3,4
28,2,25.48,4,3,2
233,4,279.67,3,4,4
517,1,72.99,1,1,3
517,1,19.99,1,1,2
517,1,41.52,1,1,2
439,2,24.75,3,3,2
517,1,26.94,1,1,2
54,6,211.68,4,4,4
517,1,161.47,1,1,4
517,1,14.3,1,1,1
473,4,122.51,2,4,4
185,5,311.14,4,4,4
509,1,51.38,1,1,3
425,2,177.99,3,3,4
512,1,27.73,1,1,2
504,1,11.97,2,1,1
260,4,64.71,3,4,3
181,3,122.38,4,3,4
517,1,21.99,1,1,2
482,1,25.54,2,1,2
234,3,69.87,3,3,3
517,1,40.9,1,1,2
34,17,878.11,4,4,4
230,4,309.43,3,4,4
100,2,28.35,4,3,2
517,1,35.76,1,1,2
290,2,27.48,3,3,2
405,3,33.85,3,3,2
517,1,11.77,1,1,1
517,1,30.73,1,1,2
203,4,342.66,4,4,4
414,3,173.21,3,3,4
235,2,77.56,3,3,3
517,1,43.14,1,1,2
517,1,13.97,1,1,1
453,2,82.77,3,3,3
517,1,15.96,1,1,1
63,5,147.65,4,4,4
516,1,15.36,1,1,1
34,6,201.01,4,4,4
517,1,38.9,1,1,2
517,1,14.37,1,1,1
346,3,93.67,3,3,3
514,2,38.5,1,3,2
517,1,69.98,1,1,3
489,2,49.52,2,3,3
61,10,258.72,4,4,4
461,2,26.14,3,3,2
29,9,577.21,4,4,4
28,2,140.15,4,3,4
517,1,28.74,1,1,2
28,2,60.97,4,3,3
115,2,49.98,4,3,3
210,2,28.36,3,3,2
16,4,109.68,4,4,4
331,2,49.31,3,3,3
513,2,44.37,1,3,3
46,11,443.21,4,4,4
517,1,12.49,1,1,1
13,6,142.1,4,4,4
517,1,20.99,1,1,2
517,1,43.54,1,1,3
517,1,9.97,1,1,1
445,2,51.29,3,3,3
432,2,112.0,3,3,4
83,12,384.22,4,4,4
20,23,733.87,4,4,4
52,14,419.44,4,4,4
210,3,40.82,3,3,2
502,2,20.55,2,3,2
517,1,49.96,1,1,3
517,1,14.37,1,1,1
517,1,13.97,1,1,1
265,2,73.97,3,3,3
517,1,14.99,1,1,1
471,2,40.5,3,3,2
474,2,82.57,2,3,3
344,3,55.68,3,3,3
396,4,130.39,3,4,4
517,1,12.97,1,1,1
517,1,25.76,1,1,2
3,7,189.26,4,4,4
517,1,11.77,1,1,1
50,5,298.52,4,4,4
516,1,8.97,1,1,1
517,1,19.99,1,1,2
152,3,23.35,4,3,2
517,1,15.36,1,1,1
512,1,25.74,1,1,2
383,3,70.83,3,3,3
36,4,194.31,4,4,4
227,5,161.81,3,4,4
187,3,63.99,4,3,3
511,2,67.47,1,3,3
27,4,62.28,4,4,3
20,2,52.96,4,3,3
517,1,19.99,1,1,2
517,1,29.98,1,1,2
517,1,15.36,1,1,1
517,1,14.79,1,1,1
517,1,20.3,1,1,2
234,4,123.84,3,4,4
195,3,97.63,4,3,3
517,1,11.77,1,1,1
175,2,41.47,4,3,2
515,1,76.96,1,1,3
516,1,146.48,1,1,4
517,1,23.74,1,1,2
73,6,129.51,4,4,4
2,12,220.45,4,4,4
113,6,252.23,4,4,4
73,5,150.77,4,4,4
77,10,545.22,4,4,4
505,2,44.73,2,3,3
517,1,12.77,1,1,1
514,2,23.96,1,3,2
516,1,14.96,1,1,1
517,1,44.95,1,1,3
517,1,123.32,1,1,4
421,3,65.63,3,3,3
218,8,262.58,3,4,4
517,1,8.78,1,1,1
200,8,498.01,4,4,4
517,1,58.73,1,1,3
517,1,29.99,1,1,2
517,1,33.8,1,1,2
517,1,27.94,1,1,2
517,1,39.98,1,1,2
517,1,25.74,1,1,2
27,12,920.85,4,4,4
342,2,97.76,3,3,3
117,11,315.47,4,4,4
449,3,180.8,3,3,4
510,2,40.53,1,3,2
78,10,200.07,4,4,4
274,8,268.83,3,4,4
6,3,134.72,4,3,4
62,7,91.27,4,4,3
416,5,133.08,3,4,4
512,2,27.14,1,3,2
101,6,228.64,4,4,4
517,1,14.37,1,1,1
460,3,97.56,3,3,3
517,1,10.77,1,1,1
232,6,127.88,3,4,4
484,2,81.16,2,3,3
517,1,49.27,1,1,3
327,3,198.46,3,3,4
101,2,30.85,4,3,2
517,1,40.48,1,1,2
514,2,30.92,1,3,2
33,4,93.34,4,4,3
517,1,14.96,1,1,1
91,2,41.95,4,3,2
517,1,96.37,1,1,3
26,4,114.92,4,4,4
517,1,4.79,1,1,1
117,3,48.44,4,3,3
55,4,458.02,4,4,4
517,1,24.73,1,1,2
143,6,85.47,4,4,3
517,1,44.1,1,1,3
85,3,73.38,4,3,3
517,1,28.53,1,1,2
517,1,67.23,1,1,3
514,2,27.94,1,3,2
192,4,203.45,4,4,4
140,10,863.24,4,4,4
74,4,88.73,4,4,3
509,1,43.32,1,1,2
517,1,5.78,1,1,1
508,2,102.47,1,3,3
517,1,6.77,1,1,1
517,1,30.31,1,1,2
517,1,34.99,1,1,2
517,1,67.47,1,1,3
517,1,11.99,1,1,1
487,1,83.37,2,1,3
224,4,72.32,3,4,3
517,1,45.1,1,1,3
517,1,14.99,1,1,1
183,4,146.79,4,4,4
330,2,277.49,3,3,4
213,9,126.95,3,4,4
517,1,38.74,1,1,2
244,5,201.25,3,4,4
73,7,162.67,4,4,4
93,7,268.33,4,4,4
1,145,13861.03,4,4,4
517,1,11.7,1,1,1
75,3,62.96,4,3,3
517,1,18.99,1,1,1
49,11,438.48,4,4,4
75,3,51.35,4,3,3
517,1,12.49,1,1,1
517,1,57.51,1,1,3
114,8,251.86,4,4,4
517,1,15.36,1,1,1
456,2,26.73,3,3,2
102,5,137.71,4,4,4
403,3,148.63,3,3,4
514,1,41.9,1,1,2
496,1,50.94,2,1,3
517,1,36.84,1,1,2
517,1,16.99,1,1,1
517,1,50.36,1,1,3
517,1,23.97,1,1,2
517,1,23.54,1,1,2
495,2,40.27,2,3,2
27,8,247.9,4,4,4
517,1,15.9,1,1,1
117,7,247.86,4,4,4
517,1,14.99,1,1,1
366,3,60.05,3,3,3
517,1,6.79,1,1,1
466,1,56.28,3,1,3
334,3,35.71,3,3,2
73,4,99.62,4,4,3
517,1,70.95,1,1,3
416,3,113.91,3,3,4
517,1,11.77,1,1,1
517,1,31.92,1,1,2
517,1,12.97,1,1,1
436,4,186.18,3,4,4
270,3,65.69,3,3,3
517,1,11.77,1,1,1
517,1,11.77,1,1,1
301,7,1084.11,3,4,4
517,1,25.99,1,1,2
517,1,14.37,1,1,1
450,2,83.41,3,3,3
517,1,11.77,1,1,1
517,1,57.09,1,1,3
517,1,22.96,1,1,2
517,1,25.77,1,1,2
517,1,14.96,1,1,1
517,1,31.07,1,1,2
517,1,12.49,1,1,1
517,1,40.1,1,1,2
517,1,70.62,1,1,3
0,3,94.01,4,3,3
54,3,32.75,4,3,2
205,2,64.33,4,3,3
517,1,26.14,1,1,2
517,1,42.44,1,1,2
238,8,534.27,3,4,4
517,1,43.99,1,1,3
512,1,12.99,1,1,1
515,1,67.45,1,1,3
512,2,92.43,1,3,3
517,1,26.74,1,1,2
517,1,45.09,1,1,3
45,4,69.66,4,4,3
517,1,11.77,1,1,1
2,5,93.35,4,4,3
205,2,27.36,4,3,2
517,1,12.97,1,1,1
517,1,27.13,1,1,2
517,1,24.98,1,1,2
517,1,56.69,1,1,3
517,1,105.67,1,1,3
517,1,6.79,1,1,1
253,3,80.88,3,3,3
517,1,69.03,1,1,3
517,1,18.78,1,1,1
517,1,12.77,1,1,1
114,7,120.61,4,4,4
517,1,32.72,1,1,2
26,9,236.67,4,4,4
42,3,38.35,4,3,2
375,4,174.66,3,4,4
517,1,30.13,1,1,2
479,2,27.74,2,3,2
16,6,168.43,4,4,4
517,1,18.99,1,1,1
288,2,34.48,3,3,2
517,1,24.74,1,1,2
196,6,233.16,4,4,4
54,5,71.09,4,4,3
272,2,70.26,3,3,3
49,6,975.1,4,4,4
517,1,46.68,1,1,3
517,1,69.04,1,1,3
509,1,35.2,1,1,2
170,2,141.83,4,3,4
517,1,14.96,1,1,1
319,3,115.67,3,3,4
398,6,326.78,3,4,4
501,2,19.54,2,3,1
517,1,14.96,1,1,1
517,1,24.94,1,1,2
107,4,64.56,4,4,3
517,1,15.36,1,1,1
198,8,302.52,4,4,4
460,4,118.55,3,4,4
517,1,67.97,1,1,3
516,1,33.67,1,1,2
513,1,13.97,1,1,1
516,1,19.56,1,1,1
507,2,39.5,1,3,2
516,1,28.34,1,1,2
447,2,52.75,3,3,3
464,4,105.18,3,4,3
516,1,14.37,1,1,1
516,1,13.97,1,1,1
516,1,15.76,1,1,1
516,1,20.54,1,1,2
65,5,87.67,4,4,3
516,1,56.7,1,1,3
44,14,1805.85,4,4,4
176,3,87.18,4,3,3
188,2,62.96,4,3,3
516,1,73.65,1,1,3
516,1,19.99,1,1,2
516,1,11.77,1,1,1
516,1,42.28,1,1,2
97,2,56.26,4,3,3
205,11,466.59,4,4,4
516,1,19.54,1,1,1
313,5,76.99,3,4,3
516,1,19.99,1,1,2
471,3,97.11,3,3,3
251,2,234.12,3,3,4
516,1,13.97,1,1,1
32,9,214.17,4,4,4
127,3,127.15,4,3,4
425,6,447.7,3,4,4
74,3,60.34,4,3,3
110,5,179.15,4,4,4
516,1,14.37,1,1,1
9,10,470.83,4,4,4
503,1,53.98,2,1,3
516,1,17.7,1,1,1
516,1,13.77,1,1,1
480,2,120.26,2,3,4
516,1,8.97,1,1,1
122,5,248.13,4,4,4
253,5,127.02,3,4,4
516,1,12.49,1,1,1
78,3,81.33,4,3,3
116,2,27.69,4,3,2
516,1,6.79,1,1,1
516,1,12.97,1,1,1
516,1,18.99,1,1,1
516,1,74.48,1,1,3
516,1,58.5,1,1,3
424,2,40.22,3,3,2
21,3,153.57,4,3,4
282,2,119.92,3,3,4
337,2,56.28,3,3,3
489,1,7.99,2,1,1
516,1,14.79,1,1,1
477,2,76.23,2,3,3
173,11,203.63,4,4,4
516,1,15.36,1,1,1
516,1,27.13,1,1,2
507,1,74.61,1,1,3
232,4,114.67,3,4,4
516,1,51.48,1,1,3
516,1,44.98,1,1,3
400,3,101.05,3,3,3
516,1,30.32,1,1,2
516,1,26.99,1,1,2
419,4,91.85,3,4,3
516,1,41.5,1,1,2
30,2,107.06,4,3,4
516,1,19.99,1,1,2
123,3,65.5,4,3,3
516,1,57.98,1,1,3
516,1,40.33,1,1,2
262,2,84.88,3,3,3
516,1,19.99,1,1,2
446,2,52.87,3,3,3
516,1,18.99,1,1,1
334,3,185.31,3,3,4
516,1,11.77,1,1,1
516,1,305.48,1,1,4
117,5,119.11,4,4,4
516,1,33.4,1,1,2
516,1,30.32,1,1,2
368,7,252.65,3,4,4
99,8,250.27,4,4,4
516,1,24.99,1,1,2
401,2,19.75,3,3,1
516,1,12.77,1,1,1
516,1,22.99,1,1,2
18,20,443.62,4,4,4
292,8,556.07,3,4,4
516,1,11.77,1,1,1
508,2,17.77,1,3,1
56,3,68.56,4,3,3
516,1,25.99,1,1,2
221,3,89.32,3,3,3
98,5,215.9,4,4,4
516,1,14.96,1,1,1
516,1,5.98,1,1,1
13,15,1105.74,4,4,4
516,1,12.49,1,1,1
516,1,19.97,1,1,1
106,2,220.79,4,3,4
516,1,12.49,1,1,1
140,2,63.1,4,3,3
516,1,27.99,1,1,2
511,1,39.51,1,1,2
516,1,76.25,1,1,3
516,1,23.54,1,1,2
124,4,55.93,4,4,3
516,1,22.99,1,1,2
516,1,29.31,1,1,2
489,1,5.99,2,1,1
516,1,19.99,1,1,2
403,2,120.04,3,3,4
76,5,255.62,4,4,4
516,1,9.99,1,1,1
516,1,15.36,1,1,1
516,1,29.33,1,1,2
419,4,44.9,3,4,3
230,7,104.04,3,4,3
495,2,36.95,2,3,2
55,2,26.34,4,3,2
118,5,218.47,4,4,4
91,3,88.74,4,3,3
441,2,16.78,3,3,1
134,2,126.0,4,3,4
516,1,33.74,1,1,2
516,1,40.73,1,1,2
469,1,32.97,3,1,2
516,1,13.97,1,1,1
510,2,201.8,1,3,4
49,6,207.0,4,4,4
516,1,14.96,1,1,1
516,1,66.84,1,1,3
475,2,114.73,2,3,4
178,5,71.61,4,4,3
516,1,29.33,1,1,2
85,6,138.36,4,4,4
516,1,16.3,1,1,1
516,1,59.52,1,1,3
36,4,180.97,4,4,4
516,1,21.99,1,1,2
516,1,81.79,1,1,3
516,1,30.0,1,1,2
516,1,19.98,1,1,1
447,3,56.25,3,3,3
516,1,11.77,1,1,1
30,7,240.38,4,4,4
35,5,127.89,4,4,4
15,6,92.4,4,4,3
339,5,157.96,3,4,4
83,13,575.43,4,4,4
516,1,70.46,1,1,3
53,5,650.49,4,4,4
483,2,31.8,2,3,2
516,1,13.97,1,1,1
516,1,11.77,1,1,1
516,1,15.76,1,1,1
436,2,62.3,3,3,3
507,1,32.7,1,1,2
516,1,27.94,1,1,2
516,1,13.97,1,1,1
1,4,162.03,4,4,4
515,1,96.99,1,1,3
516,1,11.77,1,1,1
160,5,130.78,4,4,4
0,3,65.94,4,3,3
516,1,86.56,1,1,3
18,7,343.34,4,4,4
516,1,13.97,1,1,1
516,1,45.08,1,1,3
191,3,65.24,4,3,3
516,1,9.77,1,1,1
225,2,26.25,3,3,2
445,3,82.61,3,3,3
516,1,30.32,1,1,2
516,1,19.99,1,1,2
426,3,76.04,3,3,3
516,1,39.98,1,1,2
516,1,14.96,1,1,1
481,1,26.77,2,1,2
516,1,24.54,1,1,2
261,2,21.26,3,3,2
501,2,31.32,2,3,2
335,3,117.96,3,3,4
516,1,14.37,1,1,1
466,2,19.28,3,3,1
516,1,22.74,1,1,2
440,2,59.86,3,3,3
21,7,113.46,4,4,4
516,1,15.36,1,1,1
516,1,17.9,1,1,1
354,2,28.34,3,3,2
516,1,61.3,1,1,3
512,1,23.36,1,1,2
74,5,111.66,4,4,4
516,1,29.37,1,1,2
238,13,895.42,3,4,4
516,1,55.2,1,1,3
516,1,11.77,1,1,1
516,1,19.75,1,1,1
516,1,14.37,1,1,1
95,3,451.7,4,3,4
473,2,37.51,2,3,2
15,3,181.66,4,3,4
516,1,20.99,1,1,2
516,1,14.37,1,1,1
509,2,47.51,1,3,3
515,1,16.55,1,1,1
474,2,59.06,2,3,3
516,1,29.16,1,1,2
371,2,223.72,3,3,4
516,1,15.36,1,1,1
125,4,99.81,4,4,3
435,2,35.31,3,3,2
437,2,41.74,3,3,2
420,4,113.37,3,4,4
516,1,9.99,1,1,1
516,1,13.97,1,1,1
236,3,104.15,3,3,3
491,2,28.33,2,3,2
510,2,30.31,1,3,2
516,1,14.99,1,1,1
23,3,51.38,4,3,3
516,1,47.93,1,1,3
516,1,47.1,1,1,3
223,3,66.9,3,3,3
17,53,6497.18,4,4,4
516,1,39.53,1,1,2
516,1,12.97,1,1,1
510,1,35.77,1,1,2
61,24,841.91,4,4,4
516,1,23.99,1,1,2
516,1,54.98,1,1,3
156,3,94.86,4,3,3
516,1,40.13,1,1,2
516,1,26.99,1,1,2
516,1,26.14,1,1,2
516,1,14.37,1,1,1
516,1,9.98,1,1,1
8,5,68.69,4,4,3
516,1,14.96,1,1,1
516,1,10.77,1,1,1
516,1,19.7,1,1,1
516,1,16.0,1,1,1
516,1,19.77,1,1,1
516,1,11.77,1,1,1
70,1,21.37,4,1,2
516,1,12.97,1,1,1
48,2,20.87,4,3,2
516,1,14.37,1,1,1
82,13,427.49,4,4,4
65,7,379.47,4,4,4
516,1,12.49,1,1,1
358,2,33.52,3,3,2
516,1,30.8,1,1,2
516,1,19.99,1,1,2
199,3,199.55,4,3,4
380,2,77.2,3,3,3
120,4,69.17,4,4,3
483,2,74.22,2,3,3
516,1,14.37,1,1,1
102,2,176.82,4,3,4
155,5,70.25,4,4,3
12,3,59.61,4,3,3
9,11,413.24,4,4,4
516,1,24.77,1,1,2
347,9,158.95,3,4,4
255,3,76.85,3,3,3
7,6,323.83,4,4,4
396,4,98.55,3,4,3
516,1,14.37,1,1,1
516,1,9.98,1,1,1
451,3,42.73,3,3,2
516,1,14.39,1,1,1
516,1,17.9,1,1,1
31,6,71.94,4,4,3
516,1,28.93,1,1,2
516,1,21.97,1,1,2
5,125,6947.09,4,4,4
510,2,27.34,1,3,2
133,3,63.02,4,3,3
327,14,207.53,3,4,4
516,1,54.43,1,1,3
516,1,19.99,1,1,2
516,1,51.27,1,1,3
336,2,92.25,3,3,3
60,13,1121.91,4,4,4
286,2,43.48,3,3,2
516,1,21.77,1,1,2
73,3,35.83,4,3,2
43,10,188.71,4,4,4
513,1,85.58,1,1,3
515,1,60.64,1,1,3
516,1,60.73,1,1,3
516,1,75.7,1,1,3
132,2,61.28,4,3,3
516,1,23.54,1,1,2
516,1,28.7,1,1,2
311,5,204.28,3,4,4
357,2,148.33,3,3,4
122,14,278.1,4,4,4
406,2,54.35,3,3,3
516,1,10.99,1,1,1
205,8,736.77,4,4,4
10,19,514.4,4,4,4
56,5,66.41,4,4,3
116,6,168.28,4,4,4
515,1,14.96,1,1,1
62,4,90.72,4,4,3
446,2,75.3,3,3,3
515,1,13.97,1,1,1
515,1,13.97,1,1,1
41,16,420.17,4,4,4
515,1,20.99,1,1,2
515,1,14.96,1,1,1
507,1,15.36,1,1,1
132,7,145.12,4,4,4
0,3,389.44,4,3,4
515,1,29.73,1,1,2
515,1,26.73,1,1,2
515,1,26.33,1,1,2
202,2,68.39,4,3,3
212,13,517.39,3,4,4
515,1,13.98,1,1,1
41,5,98.07,4,4,3
372,2,23.95,3,3,2
515,1,11.97,1,1,1
166,10,383.34,4,4,4
234,2,37.45,3,3,2
515,1,41.1,1,1,2
4,48,1708.91,4,4,4
94,2,51.48,4,3,3
18,4,623.3,4,4,4
402,4,288.29,3,4,4
515,1,88.7,1,1,3
515,1,100.56,1,1,3
22,3,57.46,4,3,3
515,1,29.99,1,1,2
515,1,76.21,1,1,3
511,2,162.43,1,3,4
515,1,23.54,1,1,2
485,2,140.05,2,3,4
477,1,12.49,2,1,1
515,1,13.97,1,1,1
89,7,243.09,4,4,4
515,1,29.74,1,1,2
14,5,162.84,4,4,4
505,1,14.37,2,1,1
125,7,133.81,4,4,4
72,8,171.03,4,4,4
408,2,42.69,3,3,2
64,2,184.15,4,3,4
160,7,240.2,4,4,4
514,1,16.99,1,1,1
515,1,46.51,1,1,3
515,1,45.28,1,1,3
515,1,37.51,1,1,2
515,1,11.77,1,1,1
43,3,53.74,4,3,3
515,1,19.99,1,1,2
515,1,13.97,1,1,1
234,3,139.38,3,3,4
1,6,196.07,4,4,4
514,2,41.89,1,3,2
515,1,59.84,1,1,3
505,1,10.97,2,1,1
515,1,47.97,1,1,3
418,3,45.67,3,3,3
515,1,10.77,1,1,1
354,2,62.69,3,3,3
515,1,8.97,1,1,1
194,5,71.2,4,4,3
102,2,327.93,4,3,4
515,1,47.97,1,1,3
515,1,11.77,1,1,1
505,1,39.75,2,1,2
515,1,13.77,1,1,1
314,2,74.65,3,3,3
515,1,21.37,1,1,2
515,1,9.98,1,1,1
515,1,24.98,1,1,2
515,1,15.9,1,1,1
515,1,5.99,1,1,1
169,4,96.18,4,4,3
503,2,23.95,2,3,2
119,16,295.86,4,4,4
4,3,31.56,4,3,2
430,2,114.8,3,3,4
515,1,12.97,1,1,1
202,8,305.01,4,4,4
515,1,28.34,1,1,2
267,2,36.47,3,3,2
515,1,12.49,1,1,1
479,3,151.88,2,3,4
515,1,9.77,1,1,1
19,4,185.4,4,4,4
515,1,17.99,1,1,1
515,1,42.9,1,1,2
515,1,14.37,1,1,1
99,3,313.88,4,3,4
498,2,42.29,2,3,2
211,5,146.69,3,4,4
197,5,173.08,4,4,4
515,1,37.91,1,1,2
62,3,168.72,4,3,4
515,1,76.8,1,1,3
515,1,7.78,1,1,1
257,2,21.26,3,3,2
141,4,140.31,4,4,4
515,1,14.96,1,1,1
336,2,16.77,3,3,1
306,2,97.79,3,3,3
515,1,47.28,1,1,3
515,1,11.77,1,1,1
505,2,49.06,2,3,3
93,7,382.08,4,4,4
515,1,37.76,1,1,2
515,1,81.47,1,1,3
508,2,191.53,1,3,4
19,33,901.89,4,4,4
76,5,67.7,4,4,3
242,4,45.13,3,4,3
46,8,321.83,4,4,4
515,1,14.37,1,1,1
488,2,40.7,2,3,2
515,1,47.73,1,1,3
20,10,382.42,4,4,4
57,8,292.65,4,4,4
336,2,21.54,3,3,2
515,1,14.97,1,1,1
440,5,288.09,3,4,4
506,2,24.46,1,3,2
368,2,26.56,3,3,2
515,1,11.77,1,1,1
474,2,43.13,2,3,2
515,1,135.59,1,1,4
6,12,281.19,4,4,4
489,2,58.66,2,3,3
66,28,620.34,4,4,4
427,2,61.19,3,3,3
154,2,31.49,4,3,2
402,2,53.08,3,3,3
515,1,23.98,1,1,2
515,1,15.36,1,1,1
38,3,73.06,4,3,3
515,1,10.78,1,1,1
20,7,676.33,4,4,4
489,3,44.97,2,3,3
461,2,187.4,3,3,4
515,1,13.97,1,1,1
515,1,14.99,1,1,1
515,1,26.73,1,1,2
515,1,14.79,1,1,1
138,2,27.96,4,3,2
117,4,149.88,4,4,4
357,2,22.76,3,3,2
35,17,353.11,4,4,4
490,3,72.42,2,3,3
515,1,27.13,1,1,2
515,1,42.98,1,1,2
515,1,12.77,1,1,1
515,1,56.29,1,1,3
515,1,14.37,1,1,1
515,1,49.99,1,1,3
288,2,50.42,3,3,3
15,6,313.76,4,4,4
500,2,89.82,2,3,3
515,1,16.96,1,1,1
90,8,304.32,4,4,4
487,1,23.14,2,1,2
482,1,39.37,2,1,2
456,3,46.52,3,3,3
515,1,15.36,1,1,1
515,1,14.96,1,1,1
515,1,56.46,1,1,3
147,4,111.87,4,4,4
515,1,14.37,1,1,1
115,12,436.8,4,4,4
249,2,58.68,3,3,3
515,1,13.77,1,1,1
378,2,164.41,3,3,4
56,15,1711.28,4,4,4
501,1,12.77,2,1,1
16,3,55.66,4,3,3
515,1,29.92,1,1,2
515,1,69.31,1,1,3
8,30,466.19,4,4,4
515,1,39.7,1,1,2
515,1,11.77,1,1,1
515,1,14.7,1,1,1
514,1,14.37,1,1,1
515,1,64.93,1,1,3
183,3,45.84,4,3,3
186,3,137.91,4,3,4
481,1,14.96,2,1,1
515,1,14.37,1,1,1
515,1,14.96,1,1,1
43,10,259.0,4,4,4
512,1,71.02,1,1,3
515,1,12.97,1,1,1
515,1,25.74,1,1,2
175,6,103.2,4,4,3
515,1,104.29,1,1,3
515,1,20.99,1,1,2
183,3,49.44,4,3,3
30,3,123.12,4,3,4
294,8,211.42,3,4,4
515,1,28.34,1,1,2
505,2,37.51,2,3,2
490,1,33.51,2,1,2
438,2,116.92,3,3,4
515,1,9.77,1,1,1
21,10,467.78,4,4,4
40,3,144.85,4,3,4
221,3,53.61,3,3,3
513,2,38.95,1,3,2
450,4,49.06,3,4,3
73,3,203.42,4,3,4
12,7,173.79,4,4,4
515,1,13.37,1,1,1
384,2,54.68,3,3,3
338,3,473.33,3,3,4
454,2,74.42,3,3,3
515,1,12.49,1,1,1
99,8,169.28,4,4,4
515,1,47.97,1,1,3
200,3,73.01,4,3,3
435,2,45.9,3,3,3
394,3,63.06,3,3,3
515,1,9.98,1,1,1
515,1,38.7,1,1,2
37,2,56.95,4,3,3
171,2,23.48,4,3,2
66,3,79.72,4,3,3
344,2,37.95,3,3,2
158,4,159.73,4,4,4
515,1,134.96,1,1,4
514,1,28.77,1,1,2
29,6,175.57,4,4,4
515,1,14.79,1,1,1
204,2,30.97,4,3,2
515,1,16.3,1,1,1
514,1,53.12,1,1,3
515,1,14.96,1,1,1
2,32,2582.74,4,4,4
474,2,31.52,2,3,2
15,4,188.97,4,4,4
514,1,11.77,1,1,1
515,1,45.68,1,1,3
515,1,9.97,1,1,1
515,1,23.94,1,1,2
189,2,27.78,4,3,2
503,2,26.73,2,3,2
462,4,113.56,3,4,4
473,3,73.89,2,3,3
515,1,29.73,1,1,2
515,1,15.36,1,1,1
465,3,122.83,3,3,4
515,1,104.5,1,1,3
124,5,619.16,4,4,4
101,3,62.73,4,3,3
515,1,31.52,1,1,2
515,1,11.77,1,1,1
515,1,16.7,1,1,1
508,1,11.77,1,1,1
472,2,39.98,2,3,2
180,4,59.99,4,4,3
515,1,11.78,1,1,1
27,3,58.72,4,3,3
515,1,12.49,1,1,1
459,5,112.35,3,4,4
230,7,295.86,3,4,4
311,5,68.03,3,4,3
106,2,35.97,4,3,2
422,2,42.35,3,3,2
515,1,16.36,1,1,1
471,3,100.75,3,3,3
495,2,68.81,2,3,3
514,2,339.73,1,3,4
515,1,17.3,1,1,1
515,1,60.98,1,1,3
197,6,36.79,4,4,2
515,1,37.0,1,1,2
229,8,358.08,3,4,4
514,1,8.97,1,1,1
234,8,183.84,3,4,4
514,1,37.31,1,1,2
505,3,49.88,2,3,3
336,3,34.51,3,3,2
514,1,15.36,1,1,1
514,1,16.36,1,1,1
514,1,361.57,1,1,4
87,2,42.44,4,3,2
514,1,19.54,1,1,1
514,1,34.76,1,1,2
514,1,11.77,1,1,1
133,2,95.0,4,3,3
260,4,111.79,3,4,4
35,12,307.51,4,4,4
514,1,14.37,1,1,1
92,4,53.44,4,4,3
514,1,4.79,1,1,1
164,4,201.58,4,4,4
514,1,13.97,1,1,1
48,3,83.37,4,3,3
514,1,11.77,1,1,1
451,2,147.95,3,3,4
514,1,49.99,1,1,3
514,1,20.99,1,1,2
514,1,55.89,1,1,3
176,2,219.66,4,3,4
514,1,28.34,1,1,2
234,3,115.5,3,3,4
514,1,46.34,1,1,3
140,5,199.26,4,4,4
440,5,230.15,3,4,4
514,1,24.73,1,1,2
375,2,101.33,3,3,3
276,3,53.75,3,3,3
110,3,76.06,4,3,3
514,1,66.26,1,1,3
287,2,25.76,3,3,2
58,19,1460.94,4,4,4
514,1,55.07,1,1,3
38,5,62.38,4,4,3
514,1,99.44,1,1,3
514,1,21.94,1,1,2
510,1,390.03,1,1,4
310,3,88.97,3,3,3
514,1,29.75,1,1,2
510,1,66.44,1,1,3
514,1,49.1,1,1,3
249,2,58.48,3,3,3
503,1,15.76,2,1,1
514,1,14.37,1,1,1
514,1,23.97,1,1,2
514,1,12.49,1,1,1
514,1,31.35,1,1,2
514,1,19.3,1,1,1
84,4,180.92,4,4,4
514,1,30.78,1,1,2
60,3,80.87,4,3,3
85,4,137.19,4,4,4
484,1,12.77,2,1,1
496,1,13.97,2,1,1
19,13,582.67,4,4,4
514,1,11.77,1,1,1
124,4,285.89,4,4,4
336,2,30.32,3,3,2
213,6,282.54,3,4,4
514,1,51.92,1,1,3
237,3,331.52,3,3,4
152,10,720.53,4,4,4
514,1,58.27,1,1,3
514,1,117.84,1,1,4
514,1,12.49,1,1,1
225,3,160.54,3,3,4
514,1,147.58,1,1,4
514,1,14.37,1,1,1
507,2,24.76,1,3,2
514,1,14.37,1,1,1
514,1,10.77,1,1,1
358,4,207.57,3,4,4
18,3,139.07,4,3,4
514,1,91.42,1,1,3
514,1,15.36,1,1,1
471,1,11.97,3,1,1
514,1,16.99,1,1,1
514,1,14.37,1,1,1
18,3,164.39,4,3,4
514,1,60.71,1,1,3
514,1,117.74,1,1,4
506,2,69.25,1,3,3
290,2,96.4,3,3,3
514,1,64.08,1,1,3
74,8,491.0,4,4,4
514,1,27.13,1,1,2
514,1,11.99,1,1,1
315,5,86.48,3,4,3
514,1,19.99,1,1,2
514,1,32.35,1,1,2
514,1,12.49,1,1,1
514,1,11.77,1,1,1
514,1,12.49,1,1,1
514,1,9.77,1,1,1
45,3,44.47,4,3,3
514,1,22.3,1,1,2
75,14,610.59,4,4,4
